solv_i_id,solv_i_name,molefrac_i,T,ln_gamma_i
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8690 / 0.1310,343.11,0.0663 / 1.3714
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8940 / 0.1060,343.63,0.0339 / 1.5431
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9210 / 0.0790,344.19,0.0200 / 1.7728
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9360 / 0.0640,345.13,0.0058 / 1.8969
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9510 / 0.0490,346.48,-0.0057 / 2.0309
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9700 / 0.0300,348.62,-0.0021 / 2.2607
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9750 / 0.0250,350.52,0.0043 / 2.1846
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9870 / 0.0130,353.14,-0.0047 / 2.4230
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9900 / 0.0100,354.61,0.0003 / 2.3504
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9950 / 0.0050,356.98,-0.0038 / 2.2796
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.0260 / 0.9740,354.39,1.1017 / 0.0234
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.0470 / 0.9530,353.97,1.1115 / 0.0292
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.1060 / 0.8940,353.33,1.0795 / 0.0301
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.1610 / 0.8390,353.03,1.0072 / 0.0339
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.2190 / 0.7810,352.81,0.9004 / 0.0573
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.2930 / 0.7070,352.65,0.7935 / 0.0956
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.3730 / 0.6270,352.68,0.6815 / 0.1525
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.4490 / 0.5510,352.85,0.5595 / 0.2360
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.5330 / 0.4670,353.12,0.4478 / 0.3468
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.5950 / 0.4050,353.4,0.3637 / 0.4529
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.6490 / 0.3510,353.8,0.2848 / 0.5627
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.7010 / 0.2990,354.03,0.2103 / 0.7052
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.7420 / 0.2580,354.4,0.1641 / 0.8185
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.7790 / 0.2210,354.66,0.1344 / 0.9396
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8200 / 0.1800,354.97,0.0818 / 1.1233
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8610 / 0.1390,355.55,0.0251 / 1.3458
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8910 / 0.1090,356.07,0.0312 / 1.5130
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9240 / 0.0760,357.03,-0.0052 / 1.7977
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9390 / 0.0610,358,-0.0228 / 1.9401
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9540 / 0.0460,360.11,-0.0167 / 2.0094
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9630 / 0.0370,362.12,-0.0137 / 2.0077
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9740 / 0.0260,364.2,0.0094 / 2.0408
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9820 / 0.0180,366.23,-0.0011 / 2.1161
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9870 / 0.0130,367.55,-0.0096 / 2.2204
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9950 / 0.0050,370.03,-0.0009 / 2.4288
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.1480 / 0.8520,353.15,1.3638 / 0.1632
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.1770 / 0.8230,353.15,1.2843 / 0.2281
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.2170 / 0.7830,353.15,1.1812 / 0.3044
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.2400 / 0.7600,353.15,1.1213 / 0.2948
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.3180 / 0.6820,353.15,0.9063 / -2.0164
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.3710 / 0.6290,353.15,0.7813 / 0.3971
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.4720 / 0.5280,353.15,0.5678 / 0.4939
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.5570 / 0.4430,353.15,0.4173 / 0.5666
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.7400 / 0.2600,353.15,0.1699 / 1.0027
kdb_solvent_141 / kdb_solvent_229,1-HEPTYNE / SULFOLANE,0.8670 / 0.1330,353.15,0.0288 / 1.5360
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.3520 / 0.6480,338.15,0.4307 / -0.0655
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.3960 / 0.6040,338.15,0.3787 / 0.0706
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.4520 / 0.5480,338.15,0.3334 / 0.2548
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.5100 / 0.4900,338.15,0.2818 / 0.4358
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.5680 / 0.4320,338.15,0.2350 / 0.6227
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.6100 / 0.3900,338.15,0.1950 / 0.7563
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.6560 / 0.3440,338.15,0.1705 / 0.9300
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.7130 / 0.2870,338.15,0.1290 / 1.1530
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.7650 / 0.2350,338.15,0.0897 / 1.3840
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.8300 / 0.1700,338.15,0.0637 / 1.0701
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.8920 / 0.1080,338.15,0.0371 / 1.5692
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.1700 / 0.8300,353.15,0.6304 / 0.2135
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.1970 / 0.8030,353.15,0.5652 / 0.1056
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.2350 / 0.7650,353.15,0.5774 / 0.2090
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.2670 / 0.7330,353.15,0.5382 / 0.1859
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.2950 / 0.7050,353.15,0.5110 / 0.2973
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.3100 / 0.6900,353.15,0.4814 / 0.1564
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.3250 / 0.6750,353.15,0.4829 / 0.2272
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.3850 / 0.6150,353.15,0.4097 / 0.4165
kdb_solvent_9 / kdb_solvent_229,TETRAHYDROFURAN / SULFOLANE,0.4500 / 0.5500,353.15,0.3497 / 0.4010
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.3960 / 0.6040,353.15,0.2611 / 0.0645
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.4590 / 0.5410,353.15,0.2262 / 0.2002
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.5080 / 0.4920,353.15,0.2033 / 0.2783
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.5110 / 0.4890,353.15,0.1986 / 0.2856
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.5670 / 0.4330,353.15,0.1745 / 0.3816
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.6120 / 0.3880,353.15,0.1558 / 0.4312
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.6720 / 0.3280,353.15,0.1245 / 0.5278
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.7250 / 0.2750,353.15,0.1054 / 0.4242
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.7900 / 0.2100,353.15,0.0699 / 0.5210
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.8500 / 0.1500,353.15,0.0489 / 0.6218
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.9160 / 0.0840,353.15,0.0236 / 0.8455
kdb_solvent_112 / kdb_solvent_229,"1,4-DIOXANE / SULFOLANE",0.9690 / 0.0310,353.15,0.0117 / 1.1935
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.3050 / 0.6950,338.15,1.8364 / -7.9701
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.3790 / 0.6210,338.15,1.6852 / -8.1970
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.4430 / 0.5570,338.15,1.5896 / -8.0278
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.4910 / 0.5090,338.15,1.5083 / -7.9161
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.5480 / 0.4520,338.15,1.4111 / -7.7848
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.6100 / 0.3900,338.15,1.3143 / -7.6269
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.6680 / 0.3320,338.15,1.2292 / -7.4602
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.7370 / 0.2630,338.15,1.1347 / -7.2234
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.7860 / 0.2140,338.15,1.0716 / -7.0159
kdb_solvent_112 / kdb_solvent_4,"1,4-DIOXANE / CARBON TETRACHLORIDE",0.8470 / 0.1530,338.15,1.0010 / -6.6762
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.2780 / 0.7220,338.15,1.7496 / -7.9892
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.3300 / 0.6700,338.15,1.6711 / -8.1094
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.4060 / 0.5940,338.15,1.5472 / -7.9055
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.4740 / 0.5260,338.15,1.4569 / -7.7194
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.5400 / 0.4600,338.15,1.3649 / -7.9525
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.6120 / 0.3880,338.15,1.2828 / -7.7392
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.6720 / 0.3280,338.15,1.2092 / -7.5513
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.7300 / 0.2700,338.15,1.1473 / -7.3359
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.7800 / 0.2200,338.15,1.1001 / -7.1120
kdb_solvent_112 / kdb_solvent_182,"1,4-DIOXANE / 1,1,1-TRICHLOROETHANE",0.8070 / 0.1930,338.15,1.0831 / -7.6573
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.0383 / 0.9617,353.66,1.0222 / 0.0098
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.0565 / 0.9435,351.27,1.0425 / 0.0085
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.0714 / 0.9286,349.79,1.0025 / 0.0153
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.0872 / 0.9128,348.06,1.0262 / 0.0081
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.1135 / 0.8865,345.96,0.9784 / 0.0189
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.1495 / 0.8505,343.75,0.9065 / 0.0387
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.1847 / 0.8153,342.18,0.8322 / 0.0603
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.2223 / 0.7777,340.96,0.7505 / 0.0874
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.2527 / 0.7473,340,0.7028 / 0.1077
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.2844 / 0.7156,339.25,0.6460 / 0.1344
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.3492 / 0.6508,338.19,0.5393 / 0.1823
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.4122 / 0.5878,337.35,0.4447 / 0.2500
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.4672 / 0.5328,336.76,0.3688 / 0.3218
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.5662 / 0.4338,336,0.2534 / 0.4602
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.6546 / 0.3454,335.59,0.1662 / 0.6064
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.7114 / 0.2886,335.43,0.1168 / 0.7204
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.7481 / 0.2519,335.34,0.0928 / 0.7947
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.7678 / 0.2322,335.35,0.0763 / 0.8454
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.8038 / 0.1962,335.36,0.0544 / 0.9339
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.8401 / 0.1599,335.42,0.0348 / 1.0371
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.8928 / 0.1072,335.7,0.0101 / 1.2165
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.9217 / 0.0783,335.98,0.0010 / 1.3285
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.9512 / 0.0488,336.39,-0.0030 / 1.4516
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.9809 / 0.0191,337,-0.0035 / 1.6372
kdb_solvent_13 / kdb_solvent_85,METHANOL / METHYL TERT-PENTYL ETHER,0.9936 / 0.0064,337.38,-0.0040 / 1.8868
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.0087 / 0.9913,358.88,0.1452 / 0.0193
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.0154 / 0.9846,358.37,0.5863 / 0.0185
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.0211 / 0.9789,357.88,0.7469 / 0.0175
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.0269 / 0.9731,357.31,0.8662 / 0.0162
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.0369 / 0.9631,356.46,0.9182 / 0.0176
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.0471 / 0.9529,355.83,0.9005 / 0.0192
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.0714 / 0.9286,354.31,0.9083 / 0.0202
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.1331 / 0.8669,351.56,0.8657 / 0.0159
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.1642 / 0.8358,350.59,0.8000 / 0.0305
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.2143 / 0.7857,349.53,0.6867 / 0.0611
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.2513 / 0.7487,348.85,0.6227 / 0.0850
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.3045 / 0.6955,348.19,0.5298 / 0.1242
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.3520 / 0.6480,347.73,0.4577 / 0.1630
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.3976 / 0.6024,347.39,0.3972 / 0.2018
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.4468 / 0.5532,347.14,0.3326 / 0.2515
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.5124 / 0.4876,346.92,0.2577 / 0.3239
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.5728 / 0.4272,346.83,0.1996 / 0.3949
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.5820 / 0.4180,346.81,0.1924 / 0.4064
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.6302 / 0.3698,346.85,0.1516 / 0.4685
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.6732 / 0.3268,346.92,0.1203 / 0.5291
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.7087 / 0.2913,347,0.0945 / 0.5906
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.7525 / 0.2475,347.21,0.0678 / 0.6651
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.7858 / 0.2142,347.45,0.0508 / 0.7222
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.8457 / 0.1543,348.02,0.0254 / 0.8428
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.8958 / 0.1042,348.72,0.0111 / 0.9592
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.9181 / 0.0819,349.13,0.0075 / 1.0126
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.9502 / 0.0498,349.82,0.0072 / 1.0887
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.9655 / 0.0345,350.22,0.0074 / 1.1326
kdb_solvent_1 / kdb_solvent_85,ETHANOL / METHYL TERT-PENTYL ETHER,0.9901 / 0.0099,350.93,0.0091 / 1.2977
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0071 / 0.9929,337.05,1.1971 / -0.0012
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0141 / 0.9859,336.48,1.1671 / -0.0006
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0276 / 0.9724,335.58,1.0963 / -0.0005
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0383 / 0.9617,334.85,1.0776 / 0.0005
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0468 / 0.9532,334.33,1.0482 / 0.0029
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0637 / 0.9363,333.39,1.0236 / 0.0012
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0737 / 0.9263,332.82,1.0276 / -0.0028
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0824 / 0.9176,332.42,1.0056 / -0.0023
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.0920 / 0.9080,331.96,0.9831 / 0.0004
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.1020 / 0.8980,331.52,0.9675 / -0.0001
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.1143 / 0.8857,331.07,0.9303 / 0.0046
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.1274 / 0.8726,330.58,0.9053 / 0.0066
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.1423 / 0.8577,330.07,0.8740 / 0.0111
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.1565 / 0.8435,329.62,0.8440 / 0.0167
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.1845 / 0.8155,328.87,0.7801 / 0.0320
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.2037 / 0.7963,328.43,0.7405 / 0.0417
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.2257 / 0.7743,327.94,0.7025 / 0.0522
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.2467 / 0.7533,327.54,0.6655 / 0.0637
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.2683 / 0.7317,327.18,0.6299 / 0.0747
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.2933 / 0.7067,326.77,0.5916 / 0.0904
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.3207 / 0.6793,326.39,0.5504 / 0.1088
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.3489 / 0.6511,326.05,0.5104 / 0.1284
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.3824 / 0.6176,325.72,0.4609 / 0.1574
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.4142 / 0.5858,325.45,0.4153 / 0.1893
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.4373 / 0.5627,325.26,0.3864 / 0.2117
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.4638 / 0.5362,325.08,0.3542 / 0.2383
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.4874 / 0.5126,324.94,0.3263 / 0.2639
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.5169 / 0.4831,324.79,0.2935 / 0.2968
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.5561 / 0.4439,324.61,0.2523 / 0.3463
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.5859 / 0.4141,324.51,0.2231 / 0.3852
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.6073 / 0.3927,324.45,0.2042 / 0.4131
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.6327 / 0.3673,324.4,0.1811 / 0.4506
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.6560 / 0.3440,324.37,0.1618 / 0.4852
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.6789 / 0.3211,324.33,0.1443 / 0.5225
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.6906 / 0.3094,324.32,0.1357 / 0.5420
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.7008 / 0.2992,324.32,0.1279 / 0.5598
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.7092 / 0.2908,324.33,0.1218 / 0.5735
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.7203 / 0.2797,324.34,0.1136 / 0.5938
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.7230 / 0.2770,324.35,0.1111 / 0.5993
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.7443 / 0.2557,324.37,0.0972 / 0.6389
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.7696 / 0.2304,324.41,0.0827 / 0.6876
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.8189 / 0.1811,324.61,0.0554 / 0.7954
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.8473 / 0.1527,324.82,0.0413 / 0.8632
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.9114 / 0.0886,325.54,0.0190 / 1.0408
kdb_solvent_95 / kdb_solvent_13,METHYL TERT-BUTYL ETHER / METHANOL,0.9441 / 0.0559,326.15,0.0118 / 1.1549
