solv_i_id,solv_i_name,molefrac_i,T,ln_gamma_i
kdb_solvent_30 / kdb_solvent_50,ETHYL FORMATE / CYCLOHEXANE,0.8030 / 0.1970,325.9,0.0683 / 0.8686
kdb_solvent_30 / kdb_solvent_50,ETHYL FORMATE / CYCLOHEXANE,0.8450 / 0.1550,326.07,0.0428 / 0.9516
kdb_solvent_30 / kdb_solvent_50,ETHYL FORMATE / CYCLOHEXANE,0.8550 / 0.1450,326.05,0.0435 / 0.9545
kdb_solvent_30 / kdb_solvent_50,ETHYL FORMATE / CYCLOHEXANE,0.8710 / 0.1290,326.04,0.0347 / 1.0170
kdb_solvent_30 / kdb_solvent_50,ETHYL FORMATE / CYCLOHEXANE,0.9150 / 0.0850,326.39,0.0177 / 1.1003
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.0523 / 0.9477,364.46,0.6439 / -0.0039
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.1057 / 0.8943,361.87,0.5982 / -0.0013
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.1277 / 0.8723,360.95,0.5793 / 0.0006
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.1701 / 0.8299,359.37,0.5422 / 0.0063
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.1890 / 0.8110,358.7,0.5266 / 0.0111
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.2185 / 0.7815,357.84,0.4994 / 0.0163
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.2590 / 0.7410,356.79,0.4624 / 0.0263
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.3112 / 0.6888,355.56,0.4176 / 0.0464
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.3467 / 0.6533,354.88,0.3866 / 0.0616
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.3963 / 0.6037,354.12,0.3421 / 0.0856
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.4209 / 0.5791,353.71,0.3229 / 0.1022
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.4620 / 0.5380,353.2,0.2883 / 0.1299
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.5351 / 0.4649,352.48,0.2296 / 0.1890
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.5635 / 0.4365,352.25,0.2078 / 0.2164
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.6255 / 0.3745,351.89,0.1618 / 0.2826
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.6820 / 0.3180,351.62,0.1246 / 0.3563
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.7334 / 0.2666,351.51,0.0929 / 0.4323
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.7643 / 0.2357,351.48,0.0759 / 0.4837
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.8037 / 0.1963,351.51,0.0564 / 0.5548
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.8215 / 0.1785,351.56,0.0480 / 0.5894
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.8353 / 0.1647,351.59,0.0426 / 0.6181
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.8525 / 0.1475,351.69,0.0349 / 0.6541
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.8693 / 0.1307,351.78,0.0292 / 0.6907
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.8795 / 0.1205,351.86,0.0254 / 0.7140
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.8969 / 0.1031,352.01,0.0200 / 0.7545
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.9116 / 0.0884,352.16,0.0159 / 0.7906
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.9254 / 0.0746,352.33,0.0125 / 0.8257
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.9318 / 0.0682,352.42,0.0110 / 0.8421
kdb_solvent_50 / kdb_solvent_140,CYCLOHEXANE / METHYL ISOPROPYL KETONE,0.9576 / 0.0424,352.85,0.0063 / 0.9095
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.0372 / 0.9628,396.25,-0.1134 / 0.0004
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.0728 / 0.9272,393.84,-0.0916 / 0.0018
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.1023 / 0.8977,391.95,-0.0940 / 0.0053
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.1047 / 0.8953,391.8,-0.0924 / 0.0049
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.1481 / 0.8519,389.05,-0.0846 / 0.0096
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.1861 / 0.8139,386.79,-0.0780 / 0.0110
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.2093 / 0.7907,385.41,-0.0734 / 0.0131
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.2494 / 0.7506,383.2,-0.0682 / 0.0134
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.2871 / 0.7129,381.08,-0.0567 / 0.0120
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.3231 / 0.6769,379.19,-0.0537 / 0.0164
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.3591 / 0.6409,377.41,-0.0494 / 0.0156
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.3912 / 0.6088,375.82,-0.0443 / 0.0162
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.4230 / 0.5770,374.31,-0.0400 / 0.0163
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.4493 / 0.5507,373.09,-0.0361 / 0.0157
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.4712 / 0.5288,372.11,-0.0333 / 0.0147
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.5033 / 0.4967,370.67,-0.0287 / 0.0159
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.5258 / 0.4742,369.72,-0.0261 / 0.0138
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.5499 / 0.4501,368.71,-0.0229 / 0.0116
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.5898 / 0.4102,367.09,-0.0184 / 0.0099
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.6281 / 0.3719,365.6,-0.0143 / 0.0058
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.6653 / 0.3347,364.2,-0.0111 / 0.0061
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.6958 / 0.3042,363.1,-0.0087 / 0.0036
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.7247 / 0.2753,362.09,-0.0069 / 0.0040
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.7959 / 0.2041,359.72,-0.0029 / 0.0054
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.8284 / 0.1716,359.02,-0.0144 / 0.0635
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.8573 / 0.1427,357.85,-0.0013 / 0.0083
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.8848 / 0.1152,357.03,-0.0004 / 0.0162
kdb_solvent_50 / kdb_solvent_44,CYCLOHEXANE / N-OCTANE,0.9491 / 0.0509,355.24,0.0005 / 0.0362
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.0310 / 0.9690,393.87,0.8111 / -1.1764
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.0681 / 0.9319,389.29,0.7859 / -1.1900
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.1057 / 0.8943,385.82,0.7317 / -1.2007
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.1380 / 0.8620,383.48,0.6778 / -1.2040
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.1672 / 0.8328,381.41,0.6455 / -1.2022
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.2110 / 0.7890,379.45,0.5628 / -1.1937
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.2377 / 0.7623,377.93,0.5415 / -1.1853
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.2736 / 0.7264,377.01,0.4701 / -1.1698
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.2991 / 0.7009,376.05,0.4510 / -1.1710
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.3857 / 0.6143,373.95,0.3397 / -1.1261
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.4206 / 0.5794,373.22,0.3046 / -1.1093
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.4465 / 0.5535,372.73,0.2814 / -1.0992
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.4793 / 0.5207,372.24,0.2439 / -1.0698
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.5101 / 0.4899,371.68,0.2212 / -1.0524
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.5379 / 0.4621,371.34,0.1909 / -1.0190
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.5799 / 0.4201,370.67,0.1655 / -0.9934
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.6222 / 0.3778,370.15,0.1309 / -0.9394
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.6596 / 0.3404,369.88,0.1009 / -0.8986
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.6903 / 0.3097,369.4,0.0908 / -0.8733
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.7207 / 0.2793,369.23,0.0711 / -0.8429
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.7471 / 0.2529,369.04,0.0570 / -0.8139
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.7776 / 0.2224,368.57,0.0494 / -0.7693
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.8037 / 0.1963,368.44,0.0364 / -0.7333
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.8280 / 0.1720,368.21,0.0309 / -0.7082
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.8616 / 0.1384,368.05,0.0182 / -0.6564
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.8757 / 0.1243,367.99,0.0127 / -0.6246
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.8994 / 0.1006,367.91,0.0073 / -0.6019
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9235 / 0.0765,367.76,0.0034 / -0.5541
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9536 / 0.0464,367.59,0.0004 / -0.4813
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9565 / 0.0435,367.57,0.0009 / -0.4845
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9655 / 0.0345,367.56,0.0000 / -0.4749
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9756 / 0.0244,367.53,0.0000 / -0.4750
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9808 / 0.0192,367.49,0.0008 / -0.4811
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9824 / 0.0176,367.47,0.0009 / -0.4584
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9880 / 0.0120,367.46,0.0007 / -0.4476
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9912 / 0.0088,367.45,0.0009 / -0.4579
kdb_solvent_140 / kdb_solvent_50,METHYL ISOPROPYL KETONE / CYCLOHEXANE,0.9927 / 0.0073,367.45,0.0009 / -0.4730
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.0410 / 0.9590,338.4,0.9330 / 0.0156
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.0740 / 0.9260,337.71,0.8297 / 0.0233
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.1100 / 0.8900,337.05,0.7911 / 0.0285
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.1420 / 0.8580,336.47,0.7747 / 0.0338
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.1870 / 0.8130,336.02,0.6988 / 0.0479
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.2480 / 0.7520,335.66,0.5912 / 0.0772
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.2960 / 0.7040,335.4,0.5360 / 0.1008
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.3840 / 0.6160,335.37,0.4146 / 0.1592
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.4420 / 0.5580,335.47,0.3530 / 0.1999
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.5170 / 0.4830,335.73,0.2693 / 0.2722
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.6130 / 0.3870,336.3,0.1797 / 0.3814
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.6790 / 0.3210,336.89,0.1330 / 0.4634
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.7450 / 0.2550,337.71,0.0931 / 0.5563
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.7850 / 0.2150,338.35,0.0719 / 0.6197
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.8240 / 0.1760,339.2,0.0587 / 0.6683
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.8700 / 0.1300,340.35,0.0405 / 0.7503
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.9100 / 0.0900,341.65,0.0293 / 0.8192
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.9370 / 0.0630,342.79,0.0220 / 0.8564
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.9650 / 0.0350,344.03,0.0170 / 0.9224
kdb_solvent_13 / kdb_solvent_11,METHANOL / METHYL ACETATE,0.9870 / 0.0130,345.25,0.0164 / 0.8802
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.0240 / 0.9760,359.02,0.5906 / 0.0890
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.0700 / 0.9300,355.55,0.6300 / 0.1152
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.1230 / 0.8770,352.75,0.6459 / 0.1153
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.1690 / 0.8310,350.89,0.6206 / 0.1175
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.2140 / 0.7860,349.34,0.5881 / 0.1260
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.2820 / 0.7180,347.85,0.5013 / 0.1513
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.3490 / 0.6510,346.6,0.4365 / 0.1814
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.4230 / 0.5770,345.73,0.3559 / 0.2275
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.4890 / 0.5110,345.12,0.2929 / 0.2780
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.5520 / 0.4480,344.72,0.2365 / 0.3339
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.6420 / 0.3580,344.34,0.1544 / 0.4567
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.6990 / 0.3010,344.12,0.1295 / 0.5084
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.7380 / 0.2620,344.06,0.1018 / 0.5797
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.7820 / 0.2180,344.06,0.0766 / 0.6582
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.8290 / 0.1710,344.15,0.0541 / 0.7497
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.8680 / 0.1320,344.32,0.0371 / 0.8408
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.9020 / 0.0980,344.51,0.0291 / 0.9165
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.9270 / 0.0730,344.79,0.0220 / 0.9744
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.9510 / 0.0490,345.06,0.0182 / 1.0441
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.9710 / 0.0290,345.4,0.0157 / 1.0844
kdb_solvent_13 / kdb_solvent_65,METHANOL / METHYL PROPIONATE,0.9850 / 0.0150,345.7,0.0130 / 1.1203
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.0160 / 0.9840,383.94,0.4412 / 0.0216
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.0400 / 0.9600,380.65,0.4152 / 0.0219
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.0600 / 0.9400,377.83,0.4315 / 0.0287
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.0910 / 0.9090,373.68,0.4676 / 0.0395
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.1200 / 0.8800,369.63,0.5201 / 0.0601
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.1460 / 0.8540,366.79,0.5369 / 0.0699
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.1860 / 0.8140,363.19,0.5389 / 0.0872
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.2510 / 0.7490,358.59,0.5246 / 0.1166
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.2900 / 0.7100,356.91,0.4813 / 0.1399
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.4080 / 0.5920,352.8,0.3893 / 0.1900
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.4700 / 0.5300,351.53,0.3204 / 0.2542
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.5200 / 0.4800,350.6,0.2755 / 0.3007
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.5770 / 0.4230,349.67,0.2310 / 0.3499
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.6210 / 0.3790,349.02,0.1993 / 0.3960
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.6550 / 0.3450,348.64,0.1752 / 0.4214
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.7400 / 0.2600,347.75,0.1137 / 0.5639
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.8110 / 0.1890,347.3,0.0624 / 0.7188
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.8620 / 0.1380,346.83,0.0431 / 0.8181
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.9110 / 0.0890,346.51,0.0202 / 1.0122
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.9330 / 0.0670,346.39,0.0135 / 1.0965
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.9670 / 0.0330,346.23,0.0087 / 1.2077
kdb_solvent_13 / kdb_solvent_187,METHANOL / METHYL N-BUTYRATE,0.9830 / 0.0170,346.13,0.0093 / 1.2800
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.0520 / 0.9480,326.73,1.1917 / 0.0249
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.0910 / 0.9090,326.34,1.1255 / 0.0287
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.1710 / 0.8290,325.63,0.9992 / 0.0575
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.2290 / 0.7710,325.4,0.9228 / 0.0769
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.2880 / 0.7120,325.37,0.8324 / 0.1035
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.3690 / 0.6310,325.33,0.7130 / 0.1655
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.4410 / 0.5590,325.52,0.6115 / 0.2288
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.5100 / 0.4900,325.67,0.5157 / 0.3172
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.5850 / 0.4150,325.89,0.4144 / 0.4404
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.6600 / 0.3400,326.2,0.3140 / 0.5984
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.7200 / 0.2800,326.42,0.2415 / 0.7622
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.7830 / 0.2170,326.73,0.1781 / 0.9727
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8610 / 0.1390,327.13,0.0959 / 1.3705
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8870 / 0.1130,327.58,0.0654 / 1.5364
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9110 / 0.0890,328.03,0.0516 / 1.7198
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9310 / 0.0690,328.8,0.0455 / 1.8815
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9460 / 0.0540,329.84,0.0136 / 2.0377
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9570 / 0.0430,331,0.0214 / 2.1131
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9660 / 0.0340,332.61,0.0043 / 2.1672
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9780 / 0.0220,334.7,-0.0018 / 2.3028
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9860 / 0.0140,336.69,0.0030 / 2.3748
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9920 / 0.0080,338.93,0.0020 / 2.3571
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.9950 / 0.0050,340.26,0.0010 / 2.2850
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.0260 / 0.9740,342.12,1.1541 / 0.0242
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.0730 / 0.9270,341.59,1.0947 / 0.0267
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.1400 / 0.8600,340.9,1.0143 / 0.0433
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.2140 / 0.7860,340.6,0.9166 / 0.0610
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.2740 / 0.7260,340.53,0.8250 / 0.0874
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.3530 / 0.6470,340.52,0.7193 / 0.1361
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.4210 / 0.5790,340.64,0.6289 / 0.1924
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.4880 / 0.5120,340.81,0.5318 / 0.2725
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.5600 / 0.4400,341.07,0.4327 / 0.3792
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.6290 / 0.3710,341.42,0.3442 / 0.5034
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.6830 / 0.3170,341.68,0.2781 / 0.6281
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.7430 / 0.2570,342.03,0.2033 / 0.8027
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.7930 / 0.2070,342.36,0.1436 / 0.9881
kdb_solvent_16 / kdb_solvent_38,WATER / ISOPROPANOL,0.8340 / 0.1660,342.71,0.0931 / 1.1805
