solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_898 / solvent_176,1 / 0,298.15,0 / -0.04,aci
solvent_898 / solvent_838,1 / 0,298.15,0 / 0.07,aci
solvent_898 / solvent_820,1 / 0,298.15,0 / -0.01,aci
solvent_898 / solvent_309,1 / 0,298.15,0 / 0.16,aci
solvent_898 / solvent_824,1 / 0,298.15,0 / 0.44,aci
solvent_898 / solvent_141,1 / 0,298.15,0 / 0.46,aci
solvent_682 / solvent_60,1 / 0,298.15,0 / 1.45,aci
solvent_682 / solvent_50,1 / 0,298.15,0 / 1.11,aci
solvent_682 / solvent_18,1 / 0,298.15,0 / 0.13,aci
solvent_682 / solvent_872,1 / 0,298.15,0 / 0.9,aci
solvent_682 / solvent_93,1 / 0,298.15,0 / 0.58,aci
solvent_682 / solvent_66,1 / 0,298.15,0 / 0.17,aci
solvent_682 / solvent_32,1 / 0,298.15,0 / 0.33,aci
solvent_682 / solvent_723,1 / 0,298.15,0 / 0.34,aci
solvent_682 / solvent_99,1 / 0,298.15,0 / 0.61,aci
solvent_682 / solvent_51,1 / 0,298.15,0 / 0.12,aci
solvent_682 / solvent_57,1 / 0,298.15,0 / -0.84,aci
solvent_682 / solvent_4,1 / 0,298.15,0 / 0.41,aci
solvent_682 / solvent_544,1 / 0,298.15,0 / 0.18,aci
solvent_682 / solvent_15,1 / 0,298.15,0 / 1.01,aci
solvent_682 / solvent_256,1 / 0,298.15,0 / 0.21,aci
solvent_682 / solvent_553,1 / 0,298.15,0 / 0.25,aci
solvent_228 / solvent_5,1 / 0,298.15,0 / 0.87,aci
solvent_228 / solvent_60,1 / 0,298.15,0 / 0.89,aci
solvent_228 / solvent_50,1 / 0,298.15,0 / 0.62,aci
solvent_228 / solvent_190,1 / 0,298.15,0 / 0.98,aci
solvent_228 / solvent_19,1 / 0,298.15,0 / 0.92,aci
solvent_228 / solvent_128,1 / 0,298.15,0 / 1.07,aci
solvent_228 / solvent_44,1 / 0,298.15,0 / 0.98,aci
solvent_228 / solvent_844,1 / 0,298.15,0 / 0.99,aci
solvent_228 / solvent_126,1 / 0,298.15,0 / 0.76,aci
solvent_228 / solvent_123,1 / 0,298.15,0 / 1.08,aci
solvent_228 / solvent_822,1 / 0,298.15,0 / 1.02,aci
solvent_881 / solvent_60,1 / 0,298.15,0 / 1.59,aci
solvent_881 / solvent_50,1 / 0,298.15,0 / 1.03,aci
solvent_881 / solvent_18,1 / 0,298.15,0 / 0.33,aci
solvent_881 / solvent_872,1 / 0,298.15,0 / 0.94,aci
solvent_881 / solvent_93,1 / 0,298.15,0 / 0.72,aci
solvent_881 / solvent_66,1 / 0,298.15,0 / 0.6,aci
solvent_881 / solvent_32,1 / 0,298.15,0 / 0.76,aci
solvent_881 / solvent_723,1 / 0,298.15,0 / 0.4,aci
solvent_881 / solvent_99,1 / 0,298.15,0 / 0.76,aci
solvent_881 / solvent_51,1 / 0,298.15,0 / 0.36,aci
solvent_881 / solvent_57,1 / 0,298.15,0 / 0.12,aci
solvent_881 / solvent_4,1 / 0,298.15,0 / 0.45,aci
solvent_881 / solvent_544,1 / 0,298.15,0 / 0.21,aci
solvent_881 / solvent_15,1 / 0,298.15,0 / 1.48,aci
solvent_881 / solvent_256,1 / 0,298.15,0 / 0.22,aci
solvent_881 / solvent_553,1 / 0,298.15,0 / 0.2,aci
solvent_6 / solvent_5,1 / 0,298.15,0 / 0.65,aci
solvent_6 / solvent_60,1 / 0,298.15,0 / 0.75,aci
solvent_6 / solvent_50,1 / 0,298.15,0 / 0.67,aci
solvent_6 / solvent_190,1 / 0,298.15,0 / 0.76,aci
solvent_6 / solvent_19,1 / 0,298.15,0 / 0.89,aci
solvent_6 / solvent_128,1 / 0,298.15,0 / 0.84,aci
solvent_6 / solvent_44,1 / 0,298.15,0 / 1.02,aci
solvent_6 / solvent_844,1 / 0,298.15,0 / 0.86,aci
solvent_6 / solvent_900,1 / 0,298.15,0 / 0.92,aci
solvent_6 / solvent_126,1 / 0,298.15,0 / 0.88,aci
solvent_6 / solvent_123,1 / 0,298.15,0 / 1.13,aci
solvent_6 / solvent_18,1 / 0,298.15,0 / 0.76,aci
solvent_6 / solvent_3,1 / 0,298.15,0 / -0.8,aci
solvent_6 / solvent_24,1 / 0,298.15,0 / -0.48,aci
solvent_6 / solvent_25,1 / 0,298.15,0 / -0.54,aci
solvent_6 / solvent_191,1 / 0,298.15,0 / -0.36,aci
solvent_6 / solvent_309,1 / 0,298.15,0 / 0.58,aci
solvent_6 / solvent_4,1 / 0,298.15,0 / -0.06,aci
solvent_840 / solvent_5,1 / 0,298.15,0 / 0.19,aci
solvent_840 / solvent_60,1 / 0,298.15,0 / 0.28,aci
solvent_840 / solvent_50,1 / 0,298.15,0 / -0.11,aci
solvent_840 / solvent_19,1 / 0,298.15,0 / 0.35,aci
solvent_840 / solvent_2,1 / 0,298.15,0 / -0.02,aci
solvent_840 / solvent_44,1 / 0,298.15,0 / 0.43,aci
solvent_840 / solvent_126,1 / 0,298.15,0 / 0.08,aci
solvent_840 / solvent_18,1 / 0,298.15,0 / -0.45,aci
solvent_840 / solvent_3,1 / 0,298.15,0 / -0.36,aci
solvent_840 / solvent_41,1 / 0,298.15,0 / -0.3,aci
solvent_840 / solvent_124,1 / 0,298.15,0 / -0.05,aci
solvent_840 / solvent_102,1 / 0,298.15,0 / 0.03,aci
solvent_840 / solvent_309,1 / 0,298.15,0 / 0.1,aci
solvent_840 / solvent_46,1 / 0,298.15,0 / 0.18,aci
solvent_441 / solvent_5,1 / 0,298.15,0 / 1.35,aci
solvent_441 / solvent_60,1 / 0,298.15,0 / 1.51,aci
solvent_441 / solvent_50,1 / 0,298.15,0 / 1.01,aci
solvent_441 / solvent_19,1 / 0,298.15,0 / 1.62,aci
solvent_441 / solvent_2,1 / 0,298.15,0 / 1.12,aci
solvent_441 / solvent_44,1 / 0,298.15,0 / 1.81,aci
solvent_441 / solvent_126,1 / 0,298.15,0 / 1.32,aci
solvent_441 / solvent_18,1 / 0,298.15,0 / -0.17,aci
solvent_441 / solvent_3,1 / 0,298.15,0 / -0.01,aci
solvent_441 / solvent_41,1 / 0,298.15,0 / 0.05,aci
solvent_441 / solvent_124,1 / 0,298.15,0 / 0.83,aci
solvent_441 / solvent_102,1 / 0,298.15,0 / 1.01,aci
solvent_441 / solvent_309,1 / 0,298.15,0 / 1.11,aci
solvent_441 / solvent_46,1 / 0,298.15,0 / 1.34,aci
solvent_455 / solvent_5,1 / 0,298.15,0 / 1.62,aci
solvent_455 / solvent_60,1 / 0,298.15,0 / 1.82,aci
solvent_455 / solvent_50,1 / 0,298.15,0 / 1.75,aci
solvent_455 / solvent_190,1 / 0,298.15,0 / 4.86,aci
solvent_455 / solvent_19,1 / 0,298.15,0 / 1.99,aci
solvent_455 / solvent_128,1 / 0,298.15,0 / 1.94,aci
solvent_455 / solvent_44,1 / 0,298.15,0 / 2.17,aci
solvent_455 / solvent_844,1 / 0,298.15,0 / 2,aci
solvent_455 / solvent_900,1 / 0,298.15,0 / 2.14,aci
solvent_455 / solvent_126,1 / 0,298.15,0 / 2.03,aci
solvent_455 / solvent_123,1 / 0,298.15,0 / 2.41,aci
solvent_455 / solvent_822,1 / 0,298.15,0 / 2.06,aci
solvent_455 / solvent_3,1 / 0,298.15,0 / 0.41,aci
solvent_455 / solvent_124,1 / 0,298.15,0 / 1.19,aci
solvent_455 / solvent_1,1 / 0,298.15,0 / 1.25,aci
solvent_455 / solvent_112,1 / 0,298.15,0 / 0.13,aci
solvent_455 / solvent_12,1 / 0,298.15,0 / -0.06,aci
solvent_20 / solvent_1,1 / 0,298.15,0 / 4.36,aci
solvent_20 / solvent_112,1 / 0,298.15,0 / 1.29,aci
solvent_20 / solvent_32,1 / 0,298.15,0 / 2.12,aci
solvent_20 / solvent_12,1 / 0,298.15,0 / 1.48,aci
solvent_108 / solvent_5,1 / 0,298.15,0 / 0.73,aci
solvent_108 / solvent_60,1 / 0,298.15,0 / 0.76,aci
solvent_108 / solvent_50,1 / 0,298.15,0 / 0.57,aci
solvent_108 / solvent_190,1 / 0,298.15,0 / 2.35,aci
solvent_108 / solvent_19,1 / 0,298.15,0 / 0.76,aci
solvent_108 / solvent_128,1 / 0,298.15,0 / 0.88,aci
solvent_108 / solvent_44,1 / 0,298.15,0 / 0.8,aci
solvent_108 / solvent_844,1 / 0,298.15,0 / 0.82,aci
solvent_108 / solvent_900,1 / 0,298.15,0 / 0.91,aci
solvent_108 / solvent_126,1 / 0,298.15,0 / 0.66,aci
solvent_108 / solvent_123,1 / 0,298.15,0 / 0.8,aci
solvent_108 / solvent_822,1 / 0,298.15,0 / 0.82,aci
solvent_108 / solvent_18,1 / 0,298.15,0 / 0.07,aci
solvent_57 / solvent_5,1 / 0,298.15,0 / 0.7,aci
solvent_57 / solvent_60,1 / 0,298.15,0 / 0.65,aci
solvent_57 / solvent_50,1 / 0,298.15,0 / 0.48,aci
solvent_57 / solvent_190,1 / 0,298.15,0 / 0.75,aci
solvent_57 / solvent_19,1 / 0,298.15,0 / 0.72,aci
solvent_57 / solvent_128,1 / 0,298.15,0 / 0.72,aci
solvent_57 / solvent_44,1 / 0,298.15,0 / 0.7,aci
solvent_57 / solvent_844,1 / 0,298.15,0 / 0.69,aci
solvent_57 / solvent_900,1 / 0,298.15,0 / 0.73,aci
solvent_57 / solvent_126,1 / 0,298.15,0 / 0.59,aci
solvent_57 / solvent_123,1 / 0,298.15,0 / 0.73,aci
solvent_57 / solvent_18,1 / 0,298.15,0 / -0.24,aci
solvent_57 / solvent_3,1 / 0,298.15,0 / -0.39,aci
solvent_57 / solvent_13,1 / 0,298.15,0 / 2.26,aci
solvent_57 / solvent_1,1 / 0,298.15,0 / 1.66,aci
solvent_57 / solvent_112,1 / 0,298.15,0 / -1.51,aci
solvent_57 / solvent_87,1 / 0,298.15,0 / 0.23,aci
solvent_57 / solvent_15,1 / 0,298.15,0 / 0.29,aci
solvent_57 / solvent_7,1 / 0,298.15,0 / -1.08,aci
solvent_896 / solvent_5,1 / 0,298.15,0 / 1.35,aci
solvent_896 / solvent_251,1 / 0,298.15,0 / 1.5,aci
solvent_896 / solvent_60,1 / 0,298.15,0 / 1.34,aci
solvent_896 / solvent_50,1 / 0,298.15,0 / 0.67,aci
solvent_896 / solvent_18,1 / 0,298.15,0 / 0.39,aci
solvent_896 / solvent_365,1 / 0,298.15,0 / 0.93,aci
solvent_896 / solvent_93,1 / 0,298.15,0 / 0.75,aci
solvent_472 / solvent_19,1 / 0,298.15,0 / 1.97,aci
solvent_886 / solvent_19,1 / 0,298.15,0 / 0.22,aci
solvent_818 / solvent_19,1 / 0,298.15,0 / 0.2,aci
solvent_818 / solvent_136,1 / 0,298.15,0 / -0.01,aci
solvent_818 / solvent_50,1 / 0,298.15,0 / 0.01,aci
solvent_818 / solvent_135,1 / 0,298.15,0 / 0.22,aci
solvent_876 / solvent_5,1 / 0,298.15,0 / 1.59,aci
solvent_876 / solvent_136,1 / 0,298.15,0 / 1.08,aci
solvent_876 / solvent_60,1 / 0,298.15,0 / 1.65,aci
solvent_876 / solvent_50,1 / 0,298.15,0 / 1.15,aci
solvent_876 / solvent_234,1 / 0,298.15,0 / 1.21,aci
solvent_876 / solvent_18,1 / 0,298.15,0 / 0.95,aci
solvent_50 / solvent_19,1 / 0,298.15,0 / 0.11,aci
solvent_50 / solvent_5,1 / 0,298.15,0 / 0.2,aci
solvent_50 / solvent_136,1 / 0,298.15,0 / -0.01,aci
solvent_50 / solvent_60,1 / 0,298.15,0 / 0.18,aci
solvent_50 / solvent_190,1 / 0,298.15,0 / 0.18,aci
solvent_50 / solvent_135,1 / 0,298.15,0 / 0.16,aci
solvent_50 / solvent_128,1 / 0,298.15,0 / 0.17,aci
solvent_50 / solvent_2,1 / 0,298.15,0 / 0.02,aci
solvent_50 / solvent_44,1 / 0,298.15,0 / 0.09,aci
solvent_50 / solvent_844,1 / 0,298.15,0 / 0.14,aci
solvent_50 / solvent_900,1 / 0,298.15,0 / 0.18,aci
solvent_50 / solvent_126,1 / 0,298.15,0 / 0.06,aci
solvent_50 / solvent_123,1 / 0,298.15,0 / 0.03,aci
solvent_50 / solvent_113,1 / 0,298.15,0 / -0.08,aci
solvent_50 / solvent_36,1 / 0,298.15,0 / -0.12,aci
solvent_50 / solvent_902,1 / 0,298.15,0 / -0.19,aci
solvent_50 / solvent_18,1 / 0,298.15,0 / 0.48,aci
solvent_50 / solvent_3,1 / 0,298.15,0 / 0.49,aci
solvent_50 / solvent_24,1 / 0,298.15,0 / 0.46,aci
solvent_50 / solvent_13,1 / 0,298.15,0 / 4.26,aci
solvent_50 / solvent_1,1 / 0,298.15,0 / 4.15,aci
solvent_50 / solvent_38,1 / 0,298.15,0 / 3.49,aci
solvent_50 / solvent_27,1 / 0,298.15,0 / 3.74,aci
solvent_50 / solvent_17,1 / 0,298.15,0 / 3.52,aci
solvent_50 / solvent_149,1 / 0,298.15,0 / 2.27,aci
solvent_50 / solvent_112,1 / 0,298.15,0 / 1.43,aci
solvent_50 / solvent_889,1 / 0,298.15,0 / 0.26,aci
solvent_50 / solvent_12,1 / 0,298.15,0 / 1.66,aci
solvent_50 / solvent_115,1 / 0,298.15,0 / 1.46,aci
solvent_50 / solvent_77,1 / 0,298.15,0 / 1.25,aci
solvent_50 / solvent_97,1 / 0,298.15,0 / 0.49,aci
solvent_50 / solvent_370,1 / 0,298.15,0 / 0.77,aci
solvent_50 / solvent_249,1 / 0,298.15,0 / 0.57,aci
solvent_50 / solvent_908,1 / 0,298.15,0 / 0.52,aci
solvent_50 / solvent_325,1 / 0,298.15,0 / 0.84,aci
solvent_50 / solvent_497,1 / 0,298.15,0 / 0.81,aci
solvent_50 / solvent_864,1 / 0,298.15,0 / 0.57,aci
solvent_160 / solvent_5,1 / 0,298.15,0 / 1.7,aci
solvent_160 / solvent_136,1 / 0,298.15,0 / 1.21,aci
solvent_160 / solvent_60,1 / 0,298.15,0 / 1.83,aci
solvent_160 / solvent_50,1 / 0,298.15,0 / 1.27,aci
solvent_160 / solvent_234,1 / 0,298.15,0 / 1.34,aci
solvent_160 / solvent_18,1 / 0,298.15,0 / 1.03,aci
solvent_161 / solvent_5,1 / 0,298.15,0 / 1.26,aci
solvent_161 / solvent_251,1 / 0,298.15,0 / 1.21,aci
solvent_161 / solvent_60,1 / 0,298.15,0 / 1.5,aci
solvent_161 / solvent_50,1 / 0,298.15,0 / 1.03,aci
solvent_161 / solvent_190,1 / 0,298.15,0 / 1.4,aci
solvent_161 / solvent_19,1 / 0,298.15,0 / 1.53,aci
solvent_161 / solvent_128,1 / 0,298.15,0 / 1.5,aci
solvent_161 / solvent_44,1 / 0,298.15,0 / 1.64,aci
solvent_161 / solvent_844,1 / 0,298.15,0 / 1.51,aci
solvent_161 / solvent_900,1 / 0,298.15,0 / 1.63,aci
solvent_161 / solvent_126,1 / 0,298.15,0 / 1.36,aci
solvent_161 / solvent_123,1 / 0,298.15,0 / 1.8,aci
solvent_161 / solvent_822,1 / 0,298.15,0 / 1.53,aci
solvent_161 / solvent_18,1 / 0,298.15,0 / -0.12,aci
solvent_161 / solvent_3,1 / 0,298.15,0 / 0.01,aci
solvent_161 / solvent_124,1 / 0,298.15,0 / 0.94,aci
solvent_161 / solvent_365,1 / 0,298.15,0 / 0.74,aci
solvent_161 / solvent_394,1 / 0,298.15,0 / 0.87,aci
solvent_161 / solvent_93,1 / 0,298.15,0 / 0.34,aci
solvent_161 / solvent_1,1 / 0,298.15,0 / 0.72,aci
solvent_161 / solvent_66,1 / 0,298.15,0 / 0.23,aci
solvent_161 / solvent_112,1 / 0,298.15,0 / 0.04,aci
solvent_161 / solvent_32,1 / 0,298.15,0 / 0.23,aci
solvent_161 / solvent_12,1 / 0,298.15,0 / 0,aci
solvent_161 / solvent_723,1 / 0,298.15,0 / 0.06,aci
solvent_161 / solvent_99,1 / 0,298.15,0 / 0.26,aci
solvent_161 / solvent_87,1 / 0,298.15,0 / -0.92,aci
solvent_161 / solvent_57,1 / 0,298.15,0 / -1.14,aci
solvent_161 / solvent_4,1 / 0,298.15,0 / 0.1,aci
solvent_161 / solvent_544,1 / 0,298.15,0 / -0.04,aci
solvent_161 / solvent_553,1 / 0,298.15,0 / 0.12,aci
solvent_161 / solvent_7,1 / 0,298.15,0 / 0.94,aci
solvent_161 / solvent_20,1 / 0,298.15,0 / 0.62,aci
solvent_826 / solvent_5,1 / 0,298.15,0 / 0.9,aci
solvent_826 / solvent_251,1 / 0,298.15,0 / 0.82,aci
solvent_826 / solvent_60,1 / 0,298.15,0 / 0.95,aci
solvent_826 / solvent_50,1 / 0,298.15,0 / 0.73,aci
solvent_826 / solvent_18,1 / 0,298.15,0 / -0.03,aci
solvent_826 / solvent_365,1 / 0,298.15,0 / 0.58,aci
solvent_826 / solvent_93,1 / 0,298.15,0 / 0.28,aci
solvent_129 / solvent_19,1 / 0,298.15,0 / 0.85,aci
solvent_817 / solvent_60,1 / 0,298.15,0 / 0.47,aci
solvent_817 / solvent_50,1 / 0,298.15,0 / 0.21,aci
solvent_817 / solvent_19,1 / 0,298.15,0 / 0.48,aci
solvent_817 / solvent_18,1 / 0,298.15,0 / -0.03,aci
solvent_817 / solvent_102,1 / 0,298.15,0 / 0.28,aci
solvent_817 / solvent_176,1 / 0,298.15,0 / 0.04,aci
solvent_817 / solvent_838,1 / 0,298.15,0 / -0.05,aci
solvent_817 / solvent_820,1 / 0,298.15,0 / -0.15,aci
solvent_817 / solvent_309,1 / 0,298.15,0 / 0.3,aci
solvent_817 / solvent_824,1 / 0,298.15,0 / 0.17,aci
solvent_817 / solvent_141,1 / 0,298.15,0 / 0.17,aci
solvent_227 / solvent_19,1 / 0,298.15,0 / 0.26,aci
solvent_227 / solvent_136,1 / 0,298.15,0 / -0.01,aci
solvent_227 / solvent_50,1 / 0,298.15,0 / 0.05,aci
solvent_227 / solvent_135,1 / 0,298.15,0 / 0.29,aci
solvent_227 / solvent_18,1 / 0,298.15,0 / 0.29,aci
solvent_227 / solvent_3,1 / 0,298.15,0 / 0.51,aci
solvent_136 / solvent_19,1 / 0,298.15,0 / 0.09,aci
solvent_136 / solvent_18,1 / 0,298.15,0 / 0.51,aci
solvent_245 / solvent_5,1 / 0,298.15,0 / 1.78,aci
solvent_245 / solvent_136,1 / 0,298.15,0 / 1.41,aci
solvent_245 / solvent_60,1 / 0,298.15,0 / 1.88,aci
solvent_245 / solvent_50,1 / 0,298.15,0 / 1.43,aci
solvent_245 / solvent_234,1 / 0,298.15,0 / 1.49,aci
solvent_245 / solvent_18,1 / 0,298.15,0 / 1.1,aci
solvent_477 / solvent_5,1 / 0,298.15,0 / 1.57,aci
solvent_477 / solvent_50,1 / 0,298.15,0 / 1.36,aci
solvent_477 / solvent_19,1 / 0,298.15,0 / 1.75,aci
solvent_477 / solvent_18,1 / 0,298.15,0 / 0.05,aci
solvent_477 / solvent_124,1 / 0,298.15,0 / 1.07,aci
solvent_909 / solvent_19,1 / 0,298.15,0 / 0.72,aci
solvent_865 / solvent_60,1 / 0,298.15,0 / 0.25,aci
solvent_865 / solvent_50,1 / 0,298.15,0 / 0.07,aci
solvent_865 / solvent_19,1 / 0,298.15,0 / 0.25,aci
solvent_865 / solvent_18,1 / 0,298.15,0 / 0.37,aci
solvent_865 / solvent_102,1 / 0,298.15,0 / 0.28,aci
solvent_865 / solvent_176,1 / 0,298.15,0 / 0.07,aci
solvent_865 / solvent_838,1 / 0,298.15,0 / 0.1,aci
solvent_865 / solvent_820,1 / 0,298.15,0 / 0.05,aci
solvent_865 / solvent_309,1 / 0,298.15,0 / 0.24,aci
solvent_865 / solvent_824,1 / 0,298.15,0 / 0.57,aci
solvent_865 / solvent_141,1 / 0,298.15,0 / 0.55,aci
solvent_865 / solvent_5,1 / 0,298.15,0 / 0.29,aci
solvent_865 / solvent_136,1 / 0,298.15,0 / 0,aci
solvent_865 / solvent_365,1 / 0,298.15,0 / 0.19,aci
solvent_865 / solvent_93,1 / 0,298.15,0 / 0.31,aci
solvent_880 / solvent_60,1 / 0,298.15,0 / 1.48,aci
solvent_880 / solvent_18,1 / 0,298.15,0 / 0,aci
solvent_847 / solvent_5,1 / 0,298.15,0 / 0.35,aci
solvent_847 / solvent_60,1 / 0,298.15,0 / 0.45,aci
solvent_847 / solvent_50,1 / 0,298.15,0 / 0.1,aci
solvent_847 / solvent_19,1 / 0,298.15,0 / 0.54,aci
solvent_847 / solvent_2,1 / 0,298.15,0 / 0.19,aci
solvent_847 / solvent_44,1 / 0,298.15,0 / 0.63,aci
solvent_847 / solvent_126,1 / 0,298.15,0 / 0.28,aci
solvent_847 / solvent_18,1 / 0,298.15,0 / -0.39,aci
solvent_847 / solvent_3,1 / 0,298.15,0 / -0.29,aci
solvent_847 / solvent_41,1 / 0,298.15,0 / -0.25,aci
solvent_847 / solvent_124,1 / 0,298.15,0 / 0.04,aci
solvent_847 / solvent_102,1 / 0,298.15,0 / 0.19,aci
solvent_847 / solvent_309,1 / 0,298.15,0 / 0.34,aci
solvent_847 / solvent_46,1 / 0,298.15,0 / 0.45,aci
solvent_836 / solvent_5,1 / 0,298.15,0 / 0.54,aci
solvent_836 / solvent_60,1 / 0,298.15,0 / 0.66,aci
solvent_836 / solvent_50,1 / 0,298.15,0 / 0.27,aci
solvent_836 / solvent_19,1 / 0,298.15,0 / 0.78,aci
solvent_836 / solvent_2,1 / 0,298.15,0 / 0.38,aci
solvent_836 / solvent_44,1 / 0,298.15,0 / 0.91,aci
solvent_836 / solvent_126,1 / 0,298.15,0 / 0.5,aci
solvent_836 / solvent_18,1 / 0,298.15,0 / -0.54,aci
solvent_836 / solvent_3,1 / 0,298.15,0 / -0.36,aci
solvent_836 / solvent_41,1 / 0,298.15,0 / -0.19,aci
solvent_836 / solvent_124,1 / 0,298.15,0 / 0.15,aci
solvent_836 / solvent_102,1 / 0,298.15,0 / 0.27,aci
solvent_836 / solvent_309,1 / 0,298.15,0 / 0.4,aci
solvent_836 / solvent_46,1 / 0,298.15,0 / 0.52,aci
solvent_891 / solvent_19,1 / 0,298.15,0 / 0.19,aci
solvent_867 / solvent_60,1 / 0,298.15,0 / 2.67,aci
solvent_867 / solvent_50,1 / 0,298.15,0 / 2.18,aci
solvent_867 / solvent_18,1 / 0,298.15,0 / 0.87,aci
solvent_867 / solvent_365,1 / 0,298.15,0 / 1.73,aci
solvent_867 / solvent_93,1 / 0,298.15,0 / 1.33,aci
solvent_87 / solvent_18,1 / 0,298.15,0 / -0.08,aci
solvent_87 / solvent_3,1 / 0,298.15,0 / -0.09,aci
solvent_87 / solvent_5,1 / 0,298.15,0 / 1.13,aci
solvent_87 / solvent_60,1 / 0,298.15,0 / 1.42,aci
solvent_87 / solvent_1,1 / 0,298.15,0 / 2.22,aci
solvent_87 / solvent_112,1 / 0,298.15,0 / -0.87,aci
solvent_87 / solvent_12,1 / 0,298.15,0 / -0.82,aci
solvent_87 / solvent_7,1 / 0,298.15,0 / -0.06,aci
solvent_616 / solvent_60,1 / 0,298.15,0 / 5.23,aci
solvent_616 / solvent_50,1 / 0,298.15,0 / 4.49,aci
solvent_616 / solvent_18,1 / 0,298.15,0 / 2,aci
solvent_616 / solvent_365,1 / 0,298.15,0 / 3.66,aci
solvent_616 / solvent_93,1 / 0,298.15,0 / 2.88,aci
solvent_179 / solvent_5,1 / 0,298.15,0 / 1.06,aci
solvent_179 / solvent_50,1 / 0,298.15,0 / 1.35,aci
solvent_179 / solvent_18,1 / 0,298.15,0 / -0.09,aci
solvent_179 / solvent_124,1 / 0,298.15,0 / 0.65,aci
solvent_8 / solvent_50,1 / 0,298.15,0 / 0.44,aci
solvent_897 / solvent_5,1 / 0,298.15,0 / 1.9,aci
solvent_897 / solvent_124,1 / 0,298.15,0 / 1.34,aci
solvent_119 / solvent_19,1 / 0,298.15,0 / 0.45,aci
solvent_497 / solvent_50,1 / 0,298.15,0 / 0.64,aci
solvent_497 / solvent_19,1 / 0,298.15,0 / 0.64,aci
solvent_498 / solvent_60,1 / 0,298.15,0 / 4.67,aci
solvent_498 / solvent_50,1 / 0,298.15,0 / 3.93,aci
solvent_498 / solvent_19,1 / 0,298.15,0 / 5.11,aci
solvent_498 / solvent_2,1 / 0,298.15,0 / 4.36,aci
solvent_498 / solvent_44,1 / 0,298.15,0 / 5.52,aci
solvent_498 / solvent_49,1 / 0,298.15,0 / 5.3,aci
solvent_498 / solvent_126,1 / 0,298.15,0 / 4.76,aci
solvent_498 / solvent_123,1 / 0,298.15,0 / 5.94,aci
solvent_498 / solvent_18,1 / 0,298.15,0 / 1.9,aci
solvent_498 / solvent_3,1 / 0,298.15,0 / 2.34,aci
solvent_498 / solvent_24,1 / 0,298.15,0 / 2.83,aci
solvent_498 / solvent_25,1 / 0,298.15,0 / 2.84,aci
solvent_498 / solvent_191,1 / 0,298.15,0 / 2.7,aci
solvent_498 / solvent_41,1 / 0,298.15,0 / 2.79,aci
solvent_498 / solvent_233,1 / 0,298.15,0 / 3.25,aci
solvent_498 / solvent_146,1 / 0,298.15,0 / 3.19,aci
solvent_498 / solvent_875,1 / 0,298.15,0 / 3.92,aci
solvent_498 / solvent_176,1 / 0,298.15,0 / 3.24,aci
solvent_498 / solvent_309,1 / 0,298.15,0 / 4.42,aci
solvent_498 / solvent_46,1 / 0,298.15,0 / 4.85,aci
solvent_498 / solvent_904,1 / 0,298.15,0 / 4.69,aci
solvent_498 / solvent_113,1 / 0,298.15,0 / 6.41,aci
solvent_498 / solvent_244,1 / 0,298.15,0 / 6.85,aci
solvent_498 / solvent_885,1 / 0,298.15,0 / 4.16,aci
solvent_498 / solvent_141,1 / 0,298.15,0 / 2.97,aci
solvent_498 / solvent_903,1 / 0,298.15,0 / 3.37,aci
solvent_498 / solvent_6,1 / 0,298.15,0 / 2.45,aci
solvent_498 / solvent_9,1 / 0,298.15,0 / 1.14,aci
solvent_498 / solvent_97,1 / 0,298.15,0 / 2.65,aci
solvent_498 / solvent_87,1 / 0,298.15,0 / 0.45,aci
solvent_498 / solvent_823,1 / 0,298.15,0 / 1.51,aci
solvent_498 / solvent_57,1 / 0,298.15,0 / 0.42,aci
solvent_498 / solvent_108,1 / 0,298.15,0 / 1.88,aci
solvent_498 / solvent_833,1 / 0,298.15,0 / 2.19,aci
solvent_498 / solvent_228,1 / 0,298.15,0 / 2,aci
solvent_498 / solvent_15,1 / 0,298.15,0 / 0.74,aci
solvent_498 / solvent_109,1 / 0,298.15,0 / 1.69,aci
solvent_483 / solvent_50,1 / 0,298.15,0 / 1.38,aci
solvent_495 / solvent_5,1 / 0,298.15,0 / 1.64,aci
solvent_495 / solvent_60,1 / 0,298.15,0 / 1.82,aci
solvent_495 / solvent_50,1 / 0,298.15,0 / 1.39,aci
solvent_495 / solvent_19,1 / 0,298.15,0 / 1.97,aci
solvent_495 / solvent_2,1 / 0,298.15,0 / 1.56,aci
solvent_495 / solvent_44,1 / 0,298.15,0 / 2.14,aci
solvent_495 / solvent_126,1 / 0,298.15,0 / 1.74,aci
solvent_495 / solvent_18,1 / 0,298.15,0 / 0.04,aci
solvent_495 / solvent_3,1 / 0,298.15,0 / 0.2,aci
solvent_495 / solvent_41,1 / 0,298.15,0 / 0.36,aci
solvent_495 / solvent_124,1 / 0,298.15,0 / 1.07,aci
solvent_495 / solvent_102,1 / 0,298.15,0 / 1.25,aci
solvent_495 / solvent_309,1 / 0,298.15,0 / 1.45,aci
solvent_495 / solvent_46,1 / 0,298.15,0 / 1.67,aci
solvent_249 / solvent_50,1 / 0,298.15,0 / 0.59,aci
solvent_249 / solvent_19,1 / 0,298.15,0 / 0.58,aci
solvent_878 / solvent_5,1 / 0,298.15,0 / 0.97,aci
