solv_i_id,molefrac_i,T,ln_gamma_i,_source
solvent_142 / solvent_50,1 / 0,298.15,0 / 5.2,aci
solvent_142 / solvent_19,1 / 0,298.15,0 / 6.55,aci
solvent_142 / solvent_818,1 / 0,298.15,0 / 5.48,aci
solvent_142 / solvent_44,1 / 0,298.15,0 / 7.07,aci
solvent_142 / solvent_227,1 / 0,298.15,0 / 5.84,aci
solvent_142 / solvent_123,1 / 0,298.15,0 / 7.38,aci
solvent_142 / solvent_18,1 / 0,298.15,0 / 2.87,aci
solvent_142 / solvent_3,1 / 0,298.15,0 / 3.38,aci
solvent_142 / solvent_24,1 / 0,298.15,0 / 4.02,aci
solvent_142 / solvent_25,1 / 0,298.15,0 / 3.99,aci
solvent_142 / solvent_191,1 / 0,298.15,0 / 3.86,aci
solvent_142 / solvent_102,1 / 0,298.15,0 / 5.46,aci
solvent_142 / solvent_309,1 / 0,298.15,0 / 5.86,aci
solvent_142 / solvent_46,1 / 0,298.15,0 / 6.31,aci
solvent_142 / solvent_824,1 / 0,298.15,0 / 3.69,aci
solvent_142 / solvent_141,1 / 0,298.15,0 / 4.19,aci
solvent_142 / solvent_903,1 / 0,298.15,0 / 4.71,aci
solvent_24 / solvent_50,1 / 0,298.15,0 / 0.39,aci
solvent_857 / solvent_5,1 / 0,298.15,0 / 0.21,aci
solvent_857 / solvent_60,1 / 0,298.15,0 / 0.27,aci
solvent_857 / solvent_50,1 / 0,298.15,0 / 0.01,aci
solvent_857 / solvent_19,1 / 0,298.15,0 / 0.31,aci
solvent_857 / solvent_18,1 / 0,298.15,0 / -0.51,aci
solvent_857 / solvent_13,1 / 0,298.15,0 / -0.39,aci
solvent_857 / solvent_66,1 / 0,298.15,0 / 0.15,aci
solvent_857 / solvent_9,1 / 0,298.15,0 / -0.42,aci
solvent_857 / solvent_8,1 / 0,298.15,0 / -0.04,aci
solvent_857 / solvent_32,1 / 0,298.15,0 / 0.13,aci
solvent_857 / solvent_87,1 / 0,298.15,0 / -1.43,aci
solvent_857 / solvent_4,1 / 0,298.15,0 / -0.58,aci
solvent_661 / solvent_5,1 / 0,298.15,0 / 2.17,aci
solvent_661 / solvent_60,1 / 0,298.15,0 / 2.43,aci
solvent_661 / solvent_50,1 / 0,298.15,0 / 2.08,aci
solvent_661 / solvent_190,1 / 0,298.15,0 / 2.38,aci
solvent_661 / solvent_19,1 / 0,298.15,0 / 2.65,aci
solvent_661 / solvent_128,1 / 0,298.15,0 / 2.6,aci
solvent_661 / solvent_44,1 / 0,298.15,0 / 2.9,aci
solvent_661 / solvent_844,1 / 0,298.15,0 / 2.66,aci
solvent_661 / solvent_900,1 / 0,298.15,0 / 2.85,aci
solvent_661 / solvent_126,1 / 0,298.15,0 / 2.53,aci
solvent_661 / solvent_123,1 / 0,298.15,0 / 3.15,aci
solvent_661 / solvent_822,1 / 0,298.15,0 / 2.75,aci
solvent_661 / solvent_18,1 / 0,298.15,0 / 0.36,aci
solvent_661 / solvent_3,1 / 0,298.15,0 / 0.47,aci
solvent_661 / solvent_124,1 / 0,298.15,0 / 1.6,aci
solvent_661 / solvent_1,1 / 0,298.15,0 / -0.69,aci
solvent_661 / solvent_112,1 / 0,298.15,0 / 0.17,aci
solvent_661 / solvent_12,1 / 0,298.15,0 / 0.14,aci
solvent_80 / solvent_60,1 / 0,298.15,0 / 2.97,aci
solvent_80 / solvent_18,1 / 0,298.15,0 / 0.34,aci
solvent_80 / solvent_5,1 / 0,298.15,0 / 2.64,aci
solvent_80 / solvent_50,1 / 0,298.15,0 / 2.65,aci
solvent_80 / solvent_190,1 / 0,298.15,0 / 2.96,aci
solvent_80 / solvent_234,1 / 0,298.15,0 / 2.51,aci
solvent_80 / solvent_19,1 / 0,298.15,0 / 3.35,aci
solvent_80 / solvent_128,1 / 0,298.15,0 / 3.24,aci
solvent_80 / solvent_818,1 / 0,298.15,0 / 2.91,aci
solvent_80 / solvent_2,1 / 0,298.15,0 / 2.75,aci
solvent_80 / solvent_44,1 / 0,298.15,0 / 3.61,aci
solvent_80 / solvent_227,1 / 0,298.15,0 / 3.25,aci
solvent_80 / solvent_49,1 / 0,298.15,0 / 3.35,aci
solvent_80 / solvent_844,1 / 0,298.15,0 / 3.35,aci
solvent_80 / solvent_900,1 / 0,298.15,0 / 3.34,aci
solvent_80 / solvent_126,1 / 0,298.15,0 / 3.19,aci
solvent_80 / solvent_123,1 / 0,298.15,0 / 3.99,aci
solvent_80 / solvent_822,1 / 0,298.15,0 / 3.73,aci
solvent_80 / solvent_3,1 / 0,298.15,0 / 0.65,aci
solvent_80 / solvent_124,1 / 0,298.15,0 / 2.05,aci
solvent_80 / solvent_102,1 / 0,298.15,0 / 2.31,aci
solvent_80 / solvent_176,1 / 0,298.15,0 / 1.76,aci
solvent_80 / solvent_309,1 / 0,298.15,0 / 2.56,aci
solvent_80 / solvent_46,1 / 0,298.15,0 / 2.83,aci
solvent_80 / solvent_824,1 / 0,298.15,0 / 0.84,aci
solvent_80 / solvent_141,1 / 0,298.15,0 / 1.12,aci
solvent_80 / solvent_903,1 / 0,298.15,0 / 1.38,aci
solvent_905 / solvent_24,1 / 0,298.15,0 / -0.27,aci
solvent_905 / solvent_25,1 / 0,298.15,0 / -0.3,aci
solvent_905 / solvent_41,1 / 0,298.15,0 / -0.22,aci
solvent_905 / solvent_233,1 / 0,298.15,0 / -0.17,aci
solvent_905 / solvent_178,1 / 0,298.15,0 / -0.26,aci
solvent_905 / solvent_146,1 / 0,298.15,0 / -0.15,aci
solvent_115 / solvent_50,1 / 0,298.15,0 / 1.13,aci
solvent_27 / solvent_5,1 / 0,298.15,0 / 1.44,aci
solvent_27 / solvent_60,1 / 0,298.15,0 / 1.61,aci
solvent_27 / solvent_19,1 / 0,298.15,0 / 1.75,aci
solvent_27 / solvent_44,1 / 0,298.15,0 / 1.87,aci
solvent_27 / solvent_50,1 / 0,298.15,0 / 1.44,aci
solvent_27 / solvent_190,1 / 0,298.15,0 / 1.61,aci
solvent_27 / solvent_128,1 / 0,298.15,0 / 1.72,aci
solvent_27 / solvent_844,1 / 0,298.15,0 / 1.78,aci
solvent_27 / solvent_900,1 / 0,298.15,0 / 1.85,aci
solvent_27 / solvent_126,1 / 0,298.15,0 / 1.76,aci
solvent_27 / solvent_123,1 / 0,298.15,0 / 2.13,aci
solvent_27 / solvent_822,1 / 0,298.15,0 / 1.83,aci
solvent_27 / solvent_18,1 / 0,298.15,0 / 1.07,aci
solvent_27 / solvent_3,1 / 0,298.15,0 / 1.23,aci
solvent_27 / solvent_124,1 / 0,298.15,0 / 1.24,aci
solvent_27 / solvent_394,1 / 0,298.15,0 / 1.21,aci
solvent_27 / solvent_93,1 / 0,298.15,0 / 1.05,aci
solvent_27 / solvent_102,1 / 0,298.15,0 / 1.55,aci
solvent_118 / solvent_19,1 / 0,298.15,0 / 0.89,aci
solvent_118 / solvent_41,1 / 0,298.15,0 / 0.41,aci
solvent_97 / solvent_723,1 / 0,298.15,0 / 0.02,aci
solvent_97 / solvent_99,1 / 0,298.15,0 / 0,aci
solvent_97 / solvent_87,1 / 0,298.15,0 / 0.02,aci
solvent_97 / solvent_57,1 / 0,298.15,0 / -0.07,aci
solvent_97 / solvent_544,1 / 0,298.15,0 / 0.02,aci
solvent_97 / solvent_40,1 / 0,298.15,0 / 1.65,aci
solvent_97 / solvent_553,1 / 0,298.15,0 / 0.25,aci
solvent_97 / solvent_20,1 / 0,298.15,0 / 0.44,aci
solvent_800 / solvent_5,1 / 0,298.15,0 / 0.01,aci
solvent_800 / solvent_60,1 / 0,298.15,0 / 0.09,aci
solvent_800 / solvent_18,1 / 0,298.15,0 / -0.05,aci
solvent_800 / solvent_24,1 / 0,298.15,0 / -0.27,aci
solvent_800 / solvent_25,1 / 0,298.15,0 / -0.3,aci
solvent_800 / solvent_191,1 / 0,298.15,0 / -0.26,aci
solvent_800 / solvent_41,1 / 0,298.15,0 / -0.2,aci
solvent_800 / solvent_233,1 / 0,298.15,0 / -0.16,aci
solvent_800 / solvent_178,1 / 0,298.15,0 / -0.24,aci
solvent_800 / solvent_146,1 / 0,298.15,0 / -0.13,aci
solvent_800 / solvent_124,1 / 0,298.15,0 / -0.08,aci
solvent_800 / solvent_102,1 / 0,298.15,0 / -0.05,aci
solvent_800 / solvent_309,1 / 0,298.15,0 / -0.02,aci
solvent_113 / solvent_5,1 / 0,298.15,0 / -0.13,aci
solvent_113 / solvent_60,1 / 0,298.15,0 / -0.03,aci
solvent_113 / solvent_50,1 / 0,298.15,0 / -0.07,aci
solvent_113 / solvent_190,1 / 0,298.15,0 / -0.02,aci
solvent_113 / solvent_19,1 / 0,298.15,0 / -0.03,aci
solvent_113 / solvent_128,1 / 0,298.15,0 / 0.02,aci
solvent_113 / solvent_44,1 / 0,298.15,0 / 0.03,aci
solvent_113 / solvent_844,1 / 0,298.15,0 / -0.01,aci
solvent_113 / solvent_900,1 / 0,298.15,0 / 0.06,aci
solvent_113 / solvent_126,1 / 0,298.15,0 / 0.01,aci
solvent_113 / solvent_123,1 / 0,298.15,0 / 0.17,aci
solvent_113 / solvent_822,1 / 0,298.15,0 / 0.05,aci
solvent_113 / solvent_18,1 / 0,298.15,0 / 0.4,aci
solvent_113 / solvent_3,1 / 0,298.15,0 / 0.23,aci
solvent_113 / solvent_1,1 / 0,298.15,0 / 3.74,aci
solvent_113 / solvent_112,1 / 0,298.15,0 / 1.15,aci
solvent_113 / solvent_12,1 / 0,298.15,0 / 1.42,aci
solvent_75 / solvent_60,1 / 0,298.15,0 / 0.85,aci
solvent_36 / solvent_5,1 / 0,298.15,0 / -0.08,aci
solvent_36 / solvent_136,1 / 0,298.15,0 / -0.14,aci
solvent_36 / solvent_60,1 / 0,298.15,0 / -0.01,aci
solvent_36 / solvent_50,1 / 0,298.15,0 / -0.08,aci
solvent_36 / solvent_190,1 / 0,298.15,0 / 0.02,aci
solvent_36 / solvent_19,1 / 0,298.15,0 / 0.02,aci
solvent_36 / solvent_128,1 / 0,298.15,0 / 0.07,aci
solvent_36 / solvent_44,1 / 0,298.15,0 / 0.04,aci
solvent_36 / solvent_844,1 / 0,298.15,0 / 0.01,aci
solvent_36 / solvent_900,1 / 0,298.15,0 / 0.09,aci
solvent_36 / solvent_126,1 / 0,298.15,0 / -0.03,aci
solvent_36 / solvent_123,1 / 0,298.15,0 / 0.06,aci
solvent_36 / solvent_18,1 / 0,298.15,0 / 0.25,aci
solvent_76 / solvent_5,1 / 0,298.15,0 / 0.67,aci
solvent_76 / solvent_60,1 / 0,298.15,0 / 0.76,aci
solvent_76 / solvent_50,1 / 0,298.15,0 / 0.57,aci
solvent_76 / solvent_19,1 / 0,298.15,0 / 0.86,aci
solvent_76 / solvent_2,1 / 0,298.15,0 / 0.64,aci
solvent_76 / solvent_49,1 / 0,298.15,0 / 0.71,aci
solvent_76 / solvent_18,1 / 0,298.15,0 / 0.81,aci
solvent_76 / solvent_124,1 / 0,298.15,0 / 0.59,aci
solvent_76 / solvent_102,1 / 0,298.15,0 / 0.71,aci
solvent_76 / solvent_309,1 / 0,298.15,0 / 0.79,aci
solvent_76 / solvent_723,1 / 0,298.15,0 / 0.65,aci
solvent_76 / solvent_97,1 / 0,298.15,0 / 0.7,aci
solvent_35 / solvent_11,1 / 0,298.15,0 / 0.94,aci
solvent_1 / solvent_5,1 / 0,298.15,0 / 2.14,aci
solvent_1 / solvent_60,1 / 0,298.15,0 / 2.41,aci
solvent_1 / solvent_19,1 / 0,298.15,0 / 2.53,aci
solvent_1 / solvent_44,1 / 0,298.15,0 / 2.77,aci
solvent_1 / solvent_18,1 / 0,298.15,0 / 1.67,aci
solvent_1 / solvent_50,1 / 0,298.15,0 / 2.2,aci
solvent_1 / solvent_190,1 / 0,298.15,0 / 2.33,aci
solvent_1 / solvent_128,1 / 0,298.15,0 / 2.43,aci
solvent_1 / solvent_49,1 / 0,298.15,0 / 2.63,aci
solvent_1 / solvent_844,1 / 0,298.15,0 / 2.58,aci
solvent_1 / solvent_900,1 / 0,298.15,0 / 2.66,aci
solvent_1 / solvent_126,1 / 0,298.15,0 / 2.6,aci
solvent_1 / solvent_123,1 / 0,298.15,0 / 3.01,aci
solvent_1 / solvent_822,1 / 0,298.15,0 / 2.61,aci
solvent_1 / solvent_3,1 / 0,298.15,0 / 1.75,aci
solvent_853 / solvent_5,1 / 0,298.15,0 / 1.97,aci
solvent_853 / solvent_60,1 / 0,298.15,0 / 2.13,aci
solvent_853 / solvent_50,1 / 0,298.15,0 / 1.7,aci
solvent_853 / solvent_19,1 / 0,298.15,0 / 2.3,aci
solvent_853 / solvent_44,1 / 0,298.15,0 / 2.47,aci
solvent_853 / solvent_18,1 / 0,298.15,0 / -0.15,aci
solvent_853 / solvent_3,1 / 0,298.15,0 / 0.11,aci
solvent_853 / solvent_124,1 / 0,298.15,0 / 1.4,aci
solvent_853 / solvent_102,1 / 0,298.15,0 / 1.56,aci
solvent_853 / solvent_176,1 / 0,298.15,0 / 1.12,aci
solvent_853 / solvent_309,1 / 0,298.15,0 / 1.68,aci
solvent_853 / solvent_46,1 / 0,298.15,0 / 1.81,aci
solvent_853 / solvent_9,1 / 0,298.15,0 / 0.25,aci
solvent_853 / solvent_95,1 / 0,298.15,0 / 1.07,aci
solvent_853 / solvent_889,1 / 0,298.15,0 / 1.39,aci
solvent_853 / solvent_85,1 / 0,298.15,0 / 1.19,aci
solvent_853 / solvent_8,1 / 0,298.15,0 / 1.05,aci
solvent_853 / solvent_47,1 / 0,298.15,0 / 1.55,aci
solvent_853 / solvent_32,1 / 0,298.15,0 / 0.2,aci
solvent_853 / solvent_12,1 / 0,298.15,0 / 0.19,aci
solvent_853 / solvent_189,1 / 0,298.15,0 / 0.23,aci
solvent_853 / solvent_188,1 / 0,298.15,0 / 0.08,aci
solvent_853 / solvent_87,1 / 0,298.15,0 / -1.31,aci
solvent_812 / solvent_60,1 / 0,298.15,0 / 3.95,aci
solvent_812 / solvent_50,1 / 0,298.15,0 / 3.25,aci
solvent_812 / solvent_19,1 / 0,298.15,0 / 4.19,aci
solvent_812 / solvent_44,1 / 0,298.15,0 / 4.55,aci
solvent_812 / solvent_123,1 / 0,298.15,0 / 4.81,aci
solvent_812 / solvent_18,1 / 0,298.15,0 / 0.93,aci
solvent_812 / solvent_3,1 / 0,298.15,0 / 1.3,aci
solvent_19 / solvent_60,1 / 0,298.15,0 / 0.01,aci
solvent_19 / solvent_18,1 / 0,298.15,0 / 0.52,aci
solvent_19 / solvent_5,1 / 0,298.15,0 / -0.05,aci
solvent_19 / solvent_136,1 / 0,298.15,0 / 0.09,aci
solvent_19 / solvent_50,1 / 0,298.15,0 / 0.09,aci
solvent_19 / solvent_190,1 / 0,298.15,0 / 0,aci
solvent_19 / solvent_19,1 / 0,298.15,0 / 0.05,aci
solvent_19 / solvent_128,1 / 0,298.15,0 / 0.04,aci
solvent_19 / solvent_818,1 / 0,298.15,0 / 0.2,aci
solvent_19 / solvent_44,1 / 0,298.15,0 / 0.05,aci
solvent_19 / solvent_227,1 / 0,298.15,0 / 0.26,aci
solvent_19 / solvent_844,1 / 0,298.15,0 / 0.04,aci
solvent_19 / solvent_900,1 / 0,298.15,0 / 0.1,aci
solvent_19 / solvent_126,1 / 0,298.15,0 / 0.09,aci
solvent_19 / solvent_123,1 / 0,298.15,0 / 0.06,aci
solvent_19 / solvent_886,1 / 0,298.15,0 / 0.22,aci
solvent_19 / solvent_3,1 / 0,298.15,0 / 0.32,aci
solvent_19 / solvent_25,1 / 0,298.15,0 / 0.33,aci
solvent_19 / solvent_41,1 / 0,298.15,0 / 0.43,aci
solvent_19 / solvent_78,1 / 0,298.15,0 / 0.33,aci
solvent_19 / solvent_124,1 / 0,298.15,0 / -0.02,aci
solvent_19 / solvent_394,1 / 0,298.15,0 / -0.03,aci
solvent_19 / solvent_93,1 / 0,298.15,0 / 0.03,aci
solvent_19 / solvent_13,1 / 0,298.15,0 / 4.3,aci
solvent_19 / solvent_1,1 / 0,298.15,0 / 3.9,aci
solvent_19 / solvent_22,1 / 0,298.15,0 / 3.71,aci
solvent_19 / solvent_27,1 / 0,298.15,0 / 3.61,aci
solvent_19 / solvent_66,1 / 0,298.15,0 / 1.17,aci
solvent_19 / solvent_6,1 / 0,298.15,0 / 1.02,aci
solvent_19 / solvent_112,1 / 0,298.15,0 / 1.34,aci
solvent_19 / solvent_889,1 / 0,298.15,0 / 0.19,aci
solvent_19 / solvent_32,1 / 0,298.15,0 / 1.91,aci
solvent_19 / solvent_12,1 / 0,298.15,0 / 1.51,aci
solvent_19 / solvent_472,1 / 0,298.15,0 / 2,aci
solvent_19 / solvent_450,1 / 0,298.15,0 / 2.25,aci
solvent_19 / solvent_860,1 / 0,298.15,0 / 3.52,aci
solvent_19 / solvent_723,1 / 0,298.15,0 / 0.38,aci
solvent_19 / solvent_99,1 / 0,298.15,0 / 0.36,aci
solvent_19 / solvent_87,1 / 0,298.15,0 / 0.77,aci
solvent_19 / solvent_57,1 / 0,298.15,0 / 0.38,aci
solvent_19 / solvent_4,1 / 0,298.15,0 / 0.18,aci
solvent_19 / solvent_544,1 / 0,298.15,0 / 0.48,aci
solvent_19 / solvent_15,1 / 0,298.15,0 / 3.57,aci
solvent_19 / solvent_111,1 / 0,298.15,0 / 3.03,aci
solvent_19 / solvent_455,1 / 0,298.15,0 / 2.5,aci
solvent_19 / solvent_40,1 / 0,298.15,0 / 3.65,aci
solvent_19 / solvent_197,1 / 0,298.15,0 / 2.93,aci
solvent_19 / solvent_711,1 / 0,298.15,0 / 3.43,aci
solvent_19 / solvent_553,1 / 0,298.15,0 / 0.63,aci
solvent_19 / solvent_118,1 / 0,298.15,0 / 0.24,aci
solvent_19 / solvent_20,1 / 0,298.15,0 / 0.25,aci
solvent_19 / solvent_370,1 / 0,298.15,0 / 0.4,aci
solvent_19 / solvent_249,1 / 0,298.15,0 / 0.44,aci
solvent_19 / solvent_908,1 / 0,298.15,0 / 0.31,aci
solvent_19 / solvent_325,1 / 0,298.15,0 / 0.74,aci
solvent_19 / solvent_497,1 / 0,298.15,0 / 0.74,aci
solvent_19 / solvent_864,1 / 0,298.15,0 / 0.69,aci
solvent_254 / solvent_5,1 / 0,298.15,0 / 1.07,aci
solvent_254 / solvent_60,1 / 0,298.15,0 / 1.13,aci
solvent_254 / solvent_136,1 / 0,298.15,0 / 0.8,aci
solvent_254 / solvent_50,1 / 0,298.15,0 / 0.92,aci
solvent_254 / solvent_234,1 / 0,298.15,0 / 0.94,aci
solvent_254 / solvent_18,1 / 0,298.15,0 / 0.75,aci
solvent_592 / solvent_5,1 / 0,298.15,0 / -0.18,aci
solvent_592 / solvent_251,1 / 0,298.15,0 / -0.12,aci
solvent_592 / solvent_60,1 / 0,298.15,0 / -0.11,aci
solvent_592 / solvent_50,1 / 0,298.15,0 / -0.25,aci
solvent_592 / solvent_190,1 / 0,298.15,0 / -0.11,aci
solvent_592 / solvent_132,1 / 0,298.15,0 / -0.17,aci
solvent_592 / solvent_135,1 / 0,298.15,0 / -0.16,aci
solvent_592 / solvent_815,1 / 0,298.15,0 / -0.09,aci
solvent_592 / solvent_19,1 / 0,298.15,0 / -0.08,aci
solvent_592 / solvent_44,1 / 0,298.15,0 / -0.05,aci
solvent_592 / solvent_18,1 / 0,298.15,0 / 0.07,aci
solvent_592 / solvent_136,1 / 0,298.15,0 / -0.34,aci
solvent_592 / solvent_128,1 / 0,298.15,0 / -0.04,aci
solvent_592 / solvent_49,1 / 0,298.15,0 / -0.03,aci
solvent_592 / solvent_844,1 / 0,298.15,0 / -0.1,aci
solvent_592 / solvent_900,1 / 0,298.15,0 / 0.02,aci
solvent_592 / solvent_126,1 / 0,298.15,0 / -0.19,aci
solvent_592 / solvent_123,1 / 0,298.15,0 / -0.02,aci
solvent_592 / solvent_822,1 / 0,298.15,0 / -0.07,aci
solvent_592 / solvent_3,1 / 0,298.15,0 / -0.02,aci
solvent_592 / solvent_24,1 / 0,298.15,0 / 0.05,aci
solvent_592 / solvent_25,1 / 0,298.15,0 / 0.01,aci
solvent_592 / solvent_191,1 / 0,298.15,0 / 0.1,aci
solvent_592 / solvent_41,1 / 0,298.15,0 / 0.13,aci
solvent_592 / solvent_178,1 / 0,298.15,0 / 0.02,aci
solvent_592 / solvent_124,1 / 0,298.15,0 / -0.06,aci
solvent_592 / solvent_102,1 / 0,298.15,0 / -0.05,aci
solvent_592 / solvent_309,1 / 0,298.15,0 / -0.04,aci
solvent_592 / solvent_46,1 / 0,298.15,0 / -0.06,aci
solvent_592 / solvent_841,1 / 0,298.15,0 / 0.17,aci
solvent_592 / solvent_13,1 / 0,298.15,0 / 4.09,aci
solvent_592 / solvent_1,1 / 0,298.15,0 / 3.55,aci
solvent_592 / solvent_22,1 / 0,298.15,0 / 3.19,aci
solvent_592 / solvent_38,1 / 0,298.15,0 / 3.1,aci
solvent_592 / solvent_27,1 / 0,298.15,0 / 3.15,aci
solvent_592 / solvent_23,1 / 0,298.15,0 / 2.82,aci
solvent_592 / solvent_63,1 / 0,298.15,0 / 3.24,aci
solvent_592 / solvent_62,1 / 0,298.15,0 / 2.67,aci
solvent_592 / solvent_17,1 / 0,298.15,0 / 3.12,aci
solvent_592 / solvent_212,1 / 0,298.15,0 / 3.26,aci
solvent_592 / solvent_73,1 / 0,298.15,0 / 2.94,aci
solvent_592 / solvent_74,1 / 0,298.15,0 / 3.01,aci
solvent_592 / solvent_100,1 / 0,298.15,0 / 3.07,aci
solvent_592 / solvent_172,1 / 0,298.15,0 / 3.04,aci
solvent_592 / solvent_11,1 / 0,298.15,0 / 0.54,aci
solvent_592 / solvent_65,1 / 0,298.15,0 / -0.07,aci
solvent_592 / solvent_187,1 / 0,298.15,0 / -0.22,aci
solvent_592 / solvent_893,1 / 0,298.15,0 / -0.26,aci
solvent_592 / solvent_883,1 / 0,298.15,0 / -0.49,aci
solvent_592 / solvent_66,1 / 0,298.15,0 / 0.38,aci
solvent_592 / solvent_235,1 / 0,298.15,0 / -0.58,aci
solvent_592 / solvent_96,1 / 0,298.15,0 / 0.41,aci
solvent_592 / solvent_6,1 / 0,298.15,0 / 0.31,aci
solvent_592 / solvent_434,1 / 0,298.15,0 / -0.24,aci
solvent_592 / solvent_9,1 / 0,298.15,0 / 0.17,aci
solvent_592 / solvent_112,1 / 0,298.15,0 / 0.88,aci
solvent_592 / solvent_8,1 / 0,298.15,0 / 0.03,aci
solvent_592 / solvent_436,1 / 0,298.15,0 / 0.76,aci
solvent_592 / solvent_12,1 / 0,298.15,0 / 1.23,aci
solvent_592 / solvent_189,1 / 0,298.15,0 / 1.15,aci
solvent_592 / solvent_185,1 / 0,298.15,0 / 1.73,aci
solvent_592 / solvent_56,1 / 0,298.15,0 / 1.12,aci
solvent_592 / solvent_115,1 / 0,298.15,0 / 1.06,aci
solvent_592 / solvent_723,1 / 0,298.15,0 / 0.15,aci
solvent_592 / solvent_97,1 / 0,298.15,0 / 0.19,aci
solvent_592 / solvent_99,1 / 0,298.15,0 / 0.27,aci
solvent_592 / solvent_87,1 / 0,298.15,0 / 0.36,aci
solvent_592 / solvent_57,1 / 0,298.15,0 / 0.08,aci
solvent_592 / solvent_4,1 / 0,298.15,0 / -0.19,aci
solvent_592 / solvent_108,1 / 0,298.15,0 / 0.22,aci
solvent_592 / solvent_544,1 / 0,298.15,0 / 0.25,aci
solvent_592 / solvent_15,1 / 0,298.15,0 / 2.98,aci
solvent_592 / solvent_111,1 / 0,298.15,0 / 2.54,aci
solvent_592 / solvent_455,1 / 0,298.15,0 / 2.26,aci
solvent_592 / solvent_40,1 / 0,298.15,0 / 3.1,aci
solvent_592 / solvent_197,1 / 0,298.15,0 / 2.57,aci
solvent_592 / solvent_366,1 / 0,298.15,0 / 2.3,aci
solvent_592 / solvent_553,1 / 0,298.15,0 / 0.22,aci
solvent_592 / solvent_119,1 / 0,298.15,0 / 0.1,aci
solvent_592 / solvent_121,1 / 0,298.15,0 / 0.11,aci
solvent_592 / solvent_7,1 / 0,298.15,0 / -0.07,aci
solvent_60 / solvent_18,1 / 0,298.15,0 / 0.52,aci
solvent_60 / solvent_5,1 / 0,298.15,0 / -0.04,aci
solvent_60 / solvent_50,1 / 0,298.15,0 / 0.12,aci
solvent_60 / solvent_190,1 / 0,298.15,0 / -0.03,aci
solvent_60 / solvent_19,1 / 0,298.15,0 / -0.01,aci
solvent_60 / solvent_128,1 / 0,298.15,0 / -0.12,aci
solvent_60 / solvent_44,1 / 0,298.15,0 / 0.06,aci
solvent_60 / solvent_844,1 / 0,298.15,0 / 0.07,aci
solvent_60 / solvent_900,1 / 0,298.15,0 / 0.07,aci
solvent_60 / solvent_126,1 / 0,298.15,0 / 0.16,aci
solvent_60 / solvent_123,1 / 0,298.15,0 / 0.08,aci
solvent_60 / solvent_822,1 / 0,298.15,0 / 0.03,aci
solvent_60 / solvent_3,1 / 0,298.15,0 / 0.5,aci
solvent_60 / solvent_1,1 / 0,298.15,0 / 4.01,aci
solvent_60 / solvent_22,1 / 0,298.15,0 / 3.78,aci
solvent_60 / solvent_38,1 / 0,298.15,0 / 3.44,aci
solvent_60 / solvent_27,1 / 0,298.15,0 / 3.59,aci
solvent_60 / solvent_66,1 / 0,298.15,0 / 1.23,aci
solvent_60 / solvent_96,1 / 0,298.15,0 / 0.24,aci
solvent_60 / solvent_9,1 / 0,298.15,0 / 0.52,aci
solvent_60 / solvent_112,1 / 0,298.15,0 / 1.39,aci
solvent_60 / solvent_889,1 / 0,298.15,0 / 0.16,aci
solvent_60 / solvent_32,1 / 0,298.15,0 / 1.9,aci
solvent_60 / solvent_12,1 / 0,298.15,0 / 1.49,aci
solvent_60 / solvent_97,1 / 0,298.15,0 / 0.43,aci
solvent_60 / solvent_99,1 / 0,298.15,0 / 0.39,aci
solvent_60 / solvent_51,1 / 0,298.15,0 / 1.15,aci
solvent_60 / solvent_57,1 / 0,298.15,0 / 0.48,aci
solvent_60 / solvent_4,1 / 0,298.15,0 / 0.17,aci
solvent_60 / solvent_544,1 / 0,298.15,0 / 0.52,aci
solvent_60 / solvent_111,1 / 0,298.15,0 / 2.92,aci
solvent_60 / solvent_455,1 / 0,298.15,0 / 2.36,aci
solvent_60 / solvent_197,1 / 0,298.15,0 / 3.02,aci
solvent_60 / solvent_895,1 / 0,298.15,0 / 2.89,aci
solvent_60 / solvent_553,1 / 0,298.15,0 / 0.73,aci
solvent_60 / solvent_7,1 / 0,298.15,0 / 0.1,aci
solvent_848 / solvent_24,1 / 0,298.15,0 / -0.25,aci
solvent_848 / solvent_25,1 / 0,298.15,0 / -0.27,aci
solvent_848 / solvent_191,1 / 0,298.15,0 / -0.26,aci
solvent_848 / solvent_41,1 / 0,298.15,0 / -0.2,aci
solvent_848 / solvent_233,1 / 0,298.15,0 / -0.15,aci
solvent_848 / solvent_178,1 / 0,298.15,0 / -0.22,aci
solvent_848 / solvent_146,1 / 0,298.15,0 / -0.12,aci
solvent_250 / solvent_60,1 / 0,298.15,0 / 2.02,aci
solvent_250 / solvent_18,1 / 0,298.15,0 / 0.28,aci
solvent_250 / solvent_5,1 / 0,298.15,0 / 1.86,aci
solvent_250 / solvent_50,1 / 0,298.15,0 / 1.76,aci
solvent_250 / solvent_190,1 / 0,298.15,0 / 2.07,aci
solvent_250 / solvent_19,1 / 0,298.15,0 / 2.2,aci
solvent_250 / solvent_128,1 / 0,298.15,0 / 2.26,aci
solvent_250 / solvent_2,1 / 0,298.15,0 / 1.94,aci
solvent_250 / solvent_44,1 / 0,298.15,0 / 2.32,aci
solvent_250 / solvent_49,1 / 0,298.15,0 / 2.42,aci
solvent_250 / solvent_844,1 / 0,298.15,0 / 2.26,aci
solvent_250 / solvent_900,1 / 0,298.15,0 / 2.48,aci
